id,business_name,category,city,address,phone,rating,reviews_count,website,source,latitude,longitude,business_status,created_at
948,JD Cafes Mumbai 13,Cafes,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:34
949,JD Cafes Mumbai 14,Cafes,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:34
950,JD Cafes Mumbai 15,Cafes,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:34
951,Restaurants Hub Delhi 1,Restaurants,Delhi,"1 Main Street, Delhi",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:36
952,Restaurants Hub Delhi 2,Restaurants,Delhi,"2 Main Street, Delhi",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:36
953,Restaurants Hub Delhi 3,Restaurants,Delhi,"3 Main Street, Delhi",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:36
954,Restaurants Hub Delhi 4,Restaurants,Delhi,"4 Main Street, Delhi",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:36
955,Restaurants Hub Delhi 5,Restaurants,Delhi,"5 Main Street, Delhi",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:36
956,Restaurants Hub Delhi 6,Restaurants,Delhi,"6 Main Street, Delhi",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:36
957,Restaurants Hub Delhi 7,Restaurants,Delhi,"7 Main Street, Delhi",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:36
958,Restaurants Hub Delhi 8,Restaurants,Delhi,"8 Main Street, Delhi",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:36
959,Restaurants Hub Delhi 9,Restaurants,Delhi,"9 Main Street, Delhi",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:36
960,Restaurants Hub Delhi 10,Restaurants,Delhi,"10 Main Street, Delhi",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:36
961,Restaurants Hub Delhi 11,Restaurants,Delhi,"11 Main Street, Delhi",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:36
962,Restaurants Hub Delhi 12,Restaurants,Delhi,"12 Main Street, Delhi",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:36
963,Restaurants Hub Delhi 13,Restaurants,Delhi,"13 Main Street, Delhi",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:37
964,Restaurants Hub Delhi 14,Restaurants,Delhi,"14 Main Street, Delhi",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:37
965,Restaurants Hub Delhi 15,Restaurants,Delhi,"15 Main Street, Delhi",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:37
966,JD Restaurants Delhi 1,Restaurants,Delhi,"JD Complex, Delhi",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:37
967,JD Restaurants Delhi 2,Restaurants,Delhi,"JD Complex, Delhi",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:37
968,JD Restaurants Delhi 3,Restaurants,Delhi,"JD Complex, Delhi",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:37
969,JD Restaurants Delhi 4,Restaurants,Delhi,"JD Complex, Delhi",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:37
970,JD Restaurants Delhi 5,Restaurants,Delhi,"JD Complex, Delhi",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:37
971,JD Restaurants Delhi 6,Restaurants,Delhi,"JD Complex, Delhi",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:37
972,JD Restaurants Delhi 7,Restaurants,Delhi,"JD Complex, Delhi",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:37
973,JD Restaurants Delhi 8,Restaurants,Delhi,"JD Complex, Delhi",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:37
974,JD Restaurants Delhi 9,Restaurants,Delhi,"JD Complex, Delhi",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:37
975,JD Restaurants Delhi 10,Restaurants,Delhi,"JD Complex, Delhi",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:37
976,JD Restaurants Delhi 11,Restaurants,Delhi,"JD Complex, Delhi",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:37
977,JD Restaurants Delhi 12,Restaurants,Delhi,"JD Complex, Delhi",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:37
978,JD Restaurants Delhi 13,Restaurants,Delhi,"JD Complex, Delhi",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:37
979,JD Restaurants Delhi 14,Restaurants,Delhi,"JD Complex, Delhi",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:37
980,JD Restaurants Delhi 15,Restaurants,Delhi,"JD Complex, Delhi",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:37
981,Nascentvision Consultancy Services LLP,Restaurants,Delhi,"Bawana,                         Delhi, 110039",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:39
982,Sharma House Restaurant,Restaurants,Delhi,"Mahipalpur,                         Delhi, 110037",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:39
983,The Punjabi Rasoi,Restaurants,Delhi,"Shahdara,                         Delhi, 110051",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:39
984,Back In Gaon,Restaurants,Delhi,"Lajpat Nagar,                         Delhi, 110024",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:39
985,Rajdhani Restaurant,Restaurants,Delhi,"Saket,                         Delhi, 110017",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:39
986,SHOKAT ALI APNA JUICE CORNER,Restaurants,Delhi,"Nangloi,                         Delhi, 110041",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:31:39
987,Vedant Foods,Restaurants,Delhi,,+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:39
988,Dhaba,Restaurants,Delhi,"Rajouri Garden,                         Delhi, 110027",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:39
989,Temple Street Tilak Nagar,Restaurants,Delhi,"Tilak Nagar,                         Delhi, 110018",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:39
990,Halal Foods Bite,Restaurants,Delhi,"Okhla,                         delhi, 110025",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:39
991,Gyms Hub Delhi 1,Gyms,Delhi,"1 Main Street, Delhi",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:39
992,Gyms Hub Delhi 2,Gyms,Delhi,"2 Main Street, Delhi",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:39
993,Gyms Hub Delhi 3,Gyms,Delhi,"3 Main Street, Delhi",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:39
994,Gyms Hub Delhi 4,Gyms,Delhi,"4 Main Street, Delhi",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:39
995,Gyms Hub Delhi 5,Gyms,Delhi,"5 Main Street, Delhi",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:39
996,Gyms Hub Delhi 6,Gyms,Delhi,"6 Main Street, Delhi",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:39
997,Gyms Hub Delhi 7,Gyms,Delhi,"7 Main Street, Delhi",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:39
998,Gyms Hub Delhi 8,Gyms,Delhi,"8 Main Street, Delhi",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:39
999,Gyms Hub Delhi 9,Gyms,Delhi,"9 Main Street, Delhi",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:39
1000,Gyms Hub Delhi 10,Gyms,Delhi,"10 Main Street, Delhi",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:39
1001,Gyms Hub Delhi 11,Gyms,Delhi,"11 Main Street, Delhi",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:39
1002,Gyms Hub Delhi 12,Gyms,Delhi,"12 Main Street, Delhi",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:39
1003,Gyms Hub Delhi 13,Gyms,Delhi,"13 Main Street, Delhi",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:39
1004,Gyms Hub Delhi 14,Gyms,Delhi,"14 Main Street, Delhi",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:39
1005,Gyms Hub Delhi 15,Gyms,Delhi,"15 Main Street, Delhi",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:39
1006,JD Gyms Delhi 1,Gyms,Delhi,"JD Complex, Delhi",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:39
1007,JD Gyms Delhi 2,Gyms,Delhi,"JD Complex, Delhi",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:39
1008,JD Gyms Delhi 3,Gyms,Delhi,"JD Complex, Delhi",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:39
1009,JD Gyms Delhi 4,Gyms,Delhi,"JD Complex, Delhi",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:39
1010,JD Gyms Delhi 5,Gyms,Delhi,"JD Complex, Delhi",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:39
1011,JD Gyms Delhi 6,Gyms,Delhi,"JD Complex, Delhi",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:39
1012,JD Gyms Delhi 7,Gyms,Delhi,"JD Complex, Delhi",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:39
1013,JD Gyms Delhi 8,Gyms,Delhi,"JD Complex, Delhi",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:39
1014,JD Gyms Delhi 9,Gyms,Delhi,"JD Complex, Delhi",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:39
1015,JD Gyms Delhi 10,Gyms,Delhi,"JD Complex, Delhi",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:39
1016,JD Gyms Delhi 11,Gyms,Delhi,"JD Complex, Delhi",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:39
1017,JD Gyms Delhi 12,Gyms,Delhi,"JD Complex, Delhi",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:39
1018,JD Gyms Delhi 13,Gyms,Delhi,"JD Complex, Delhi",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:39
1019,JD Gyms Delhi 14,Gyms,Delhi,"JD Complex, Delhi",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:39
1020,JD Gyms Delhi 15,Gyms,Delhi,"JD Complex, Delhi",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:39
1021,Coach Rishabh,Gyms,Delhi,"Munirka,                         Delhi, 110067",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:42
1022,Trainer Fitness Studio,Gyms,Delhi,"Paschim Vihar,                         Delhi, 110087",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:42
1023,Vidyapro Services,Gyms,Delhi,"Dwarka,                         Delhi, 110059",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:42
1024,Mega Gym & Spa,Gyms,Delhi,"Dwarka,                         Delhi, 110075",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:42
1025,P Academy Gym,Gyms,Delhi,"Moti Nagar,                         Delhi, 110015",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:42
1026,LHF CLINIC,Gyms,Delhi,"Hauz Khas,                         Delhi, 110016",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:31:42
1027,Arpit Malik,Gyms,Delhi,"Munirka,                         Delhi, 110067",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:42
1028,3d Musclemania Gym,Gyms,Delhi,"Neb Sarai,                         Delhi, 110068",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:42
1029,My Tuition Teacher,Gyms,Delhi,"G.T.B. Nagar,                         Delhi, 110009",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:42
1030,Cardio Prime Gym,Gyms,Delhi,"Mayur Vihar Phase 1,                         Delhi, 110091",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:42
1031,Hospitals Hub Delhi 1,Hospitals,Delhi,"1 Main Street, Delhi",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:42
1032,Hospitals Hub Delhi 2,Hospitals,Delhi,"2 Main Street, Delhi",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:42
1033,Hospitals Hub Delhi 3,Hospitals,Delhi,"3 Main Street, Delhi",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:42
1034,Hospitals Hub Delhi 4,Hospitals,Delhi,"4 Main Street, Delhi",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:42
1035,Hospitals Hub Delhi 5,Hospitals,Delhi,"5 Main Street, Delhi",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:42
1036,Hospitals Hub Delhi 6,Hospitals,Delhi,"6 Main Street, Delhi",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:42
1037,Hospitals Hub Delhi 7,Hospitals,Delhi,"7 Main Street, Delhi",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:42
1038,Hospitals Hub Delhi 8,Hospitals,Delhi,"8 Main Street, Delhi",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:42
1039,Hospitals Hub Delhi 9,Hospitals,Delhi,"9 Main Street, Delhi",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:42
1040,Hospitals Hub Delhi 10,Hospitals,Delhi,"10 Main Street, Delhi",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:42
1041,Hospitals Hub Delhi 11,Hospitals,Delhi,"11 Main Street, Delhi",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:42
1042,Hospitals Hub Delhi 12,Hospitals,Delhi,"12 Main Street, Delhi",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:42
1043,Hospitals Hub Delhi 13,Hospitals,Delhi,"13 Main Street, Delhi",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:42
1044,Hospitals Hub Delhi 14,Hospitals,Delhi,"14 Main Street, Delhi",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:42
1045,Hospitals Hub Delhi 15,Hospitals,Delhi,"15 Main Street, Delhi",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:42
1046,JD Hospitals Delhi 1,Hospitals,Delhi,"JD Complex, Delhi",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:42
1047,JD Hospitals Delhi 2,Hospitals,Delhi,"JD Complex, Delhi",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:42
1048,JD Hospitals Delhi 3,Hospitals,Delhi,"JD Complex, Delhi",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:42
1049,JD Hospitals Delhi 4,Hospitals,Delhi,"JD Complex, Delhi",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:42
1050,JD Hospitals Delhi 5,Hospitals,Delhi,"JD Complex, Delhi",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:42
1051,JD Hospitals Delhi 6,Hospitals,Delhi,"JD Complex, Delhi",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:42
1052,JD Hospitals Delhi 7,Hospitals,Delhi,"JD Complex, Delhi",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:42
1053,JD Hospitals Delhi 8,Hospitals,Delhi,"JD Complex, Delhi",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:42
1054,JD Hospitals Delhi 9,Hospitals,Delhi,"JD Complex, Delhi",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:42
1055,JD Hospitals Delhi 10,Hospitals,Delhi,"JD Complex, Delhi",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:42
1056,JD Hospitals Delhi 11,Hospitals,Delhi,"JD Complex, Delhi",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:42
1057,JD Hospitals Delhi 12,Hospitals,Delhi,"JD Complex, Delhi",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:42
1058,JD Hospitals Delhi 13,Hospitals,Delhi,"JD Complex, Delhi",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:42
1059,JD Hospitals Delhi 14,Hospitals,Delhi,"JD Complex, Delhi",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:42
1060,JD Hospitals Delhi 15,Hospitals,Delhi,"JD Complex, Delhi",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:42
1061,Hotels Hub Delhi 1,Hotels,Delhi,"1 Main Street, Delhi",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:44
1062,Hotels Hub Delhi 2,Hotels,Delhi,"2 Main Street, Delhi",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:44
1063,Hotels Hub Delhi 3,Hotels,Delhi,"3 Main Street, Delhi",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:44
1064,Hotels Hub Delhi 4,Hotels,Delhi,"4 Main Street, Delhi",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:44
1065,Hotels Hub Delhi 5,Hotels,Delhi,"5 Main Street, Delhi",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:44
1066,Hotels Hub Delhi 6,Hotels,Delhi,"6 Main Street, Delhi",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:44
1067,Hotels Hub Delhi 7,Hotels,Delhi,"7 Main Street, Delhi",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:44
1068,Hotels Hub Delhi 8,Hotels,Delhi,"8 Main Street, Delhi",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:44
1069,Hotels Hub Delhi 9,Hotels,Delhi,"9 Main Street, Delhi",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:44
1070,Hotels Hub Delhi 10,Hotels,Delhi,"10 Main Street, Delhi",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:44
1071,Hotels Hub Delhi 11,Hotels,Delhi,"11 Main Street, Delhi",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:44
1072,Hotels Hub Delhi 12,Hotels,Delhi,"12 Main Street, Delhi",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:44
1073,Hotels Hub Delhi 13,Hotels,Delhi,"13 Main Street, Delhi",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:44
1074,Hotels Hub Delhi 14,Hotels,Delhi,"14 Main Street, Delhi",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:44
1075,Hotels Hub Delhi 15,Hotels,Delhi,"15 Main Street, Delhi",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:44
1076,JD Hotels Delhi 1,Hotels,Delhi,"JD Complex, Delhi",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:44
1077,JD Hotels Delhi 2,Hotels,Delhi,"JD Complex, Delhi",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:44
1078,JD Hotels Delhi 3,Hotels,Delhi,"JD Complex, Delhi",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:44
1079,JD Hotels Delhi 4,Hotels,Delhi,"JD Complex, Delhi",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:44
1080,JD Hotels Delhi 5,Hotels,Delhi,"JD Complex, Delhi",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:44
1081,JD Hotels Delhi 6,Hotels,Delhi,"JD Complex, Delhi",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:44
1082,JD Hotels Delhi 7,Hotels,Delhi,"JD Complex, Delhi",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:44
1083,JD Hotels Delhi 8,Hotels,Delhi,"JD Complex, Delhi",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:44
1084,JD Hotels Delhi 9,Hotels,Delhi,"JD Complex, Delhi",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:44
1085,JD Hotels Delhi 10,Hotels,Delhi,"JD Complex, Delhi",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:44
1086,JD Hotels Delhi 11,Hotels,Delhi,"JD Complex, Delhi",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:44
1087,JD Hotels Delhi 12,Hotels,Delhi,"JD Complex, Delhi",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:44
1088,JD Hotels Delhi 13,Hotels,Delhi,"JD Complex, Delhi",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:44
1089,JD Hotels Delhi 14,Hotels,Delhi,"JD Complex, Delhi",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:44
1090,JD Hotels Delhi 15,Hotels,Delhi,"JD Complex, Delhi",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:44
1091,Felizviaje Holidays Pvt Ltd,Hotels,Delhi,"Delhi, 110005",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:46
1092,Annu Travels India,Hotels,Delhi,"Delhi, 110005",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:46
1093,Anmol Hotels Pvt. Ltd.,Hotels,Delhi,"Paharganj,                         Delhi, 110055",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:46
1094,Travel banjara,Hotels,Delhi,"Delhi, 110005",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:46
1095,Sumitra Inn,Hotels,Delhi,"Safdarjung Enclave,                         Delhi, 110029",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:46
1096,Wish your destination,Hotels,Delhi,"Delhi, 110005",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:46
1097,Indian Adventures Pune,Hotels,Delhi,"Delhi, 110005",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:46
1098,The Global Voyage,Hotels,Delhi,"Delhi, 110005",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:46
1099,Travels Duniyaa,Hotels,Delhi,"Delhi, 110005",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:46
1100,Salons Hub Delhi 1,Salons,Delhi,"1 Main Street, Delhi",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:46
1101,Salons Hub Delhi 2,Salons,Delhi,"2 Main Street, Delhi",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:46
1102,Salons Hub Delhi 3,Salons,Delhi,"3 Main Street, Delhi",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:46
1103,Salons Hub Delhi 4,Salons,Delhi,"4 Main Street, Delhi",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:46
1104,Salons Hub Delhi 5,Salons,Delhi,"5 Main Street, Delhi",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:46
1105,Salons Hub Delhi 6,Salons,Delhi,"6 Main Street, Delhi",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:46
1106,Salons Hub Delhi 7,Salons,Delhi,"7 Main Street, Delhi",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:46
1107,Salons Hub Delhi 8,Salons,Delhi,"8 Main Street, Delhi",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:46
1108,Salons Hub Delhi 9,Salons,Delhi,"9 Main Street, Delhi",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:46
1109,Salons Hub Delhi 10,Salons,Delhi,"10 Main Street, Delhi",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:46
1110,Salons Hub Delhi 11,Salons,Delhi,"11 Main Street, Delhi",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:46
1111,Salons Hub Delhi 12,Salons,Delhi,"12 Main Street, Delhi",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:46
1112,Salons Hub Delhi 13,Salons,Delhi,"13 Main Street, Delhi",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:46
1113,Salons Hub Delhi 14,Salons,Delhi,"14 Main Street, Delhi",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:46
1114,Salons Hub Delhi 15,Salons,Delhi,"15 Main Street, Delhi",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:46
1115,JD Salons Delhi 1,Salons,Delhi,"JD Complex, Delhi",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:46
1116,JD Salons Delhi 2,Salons,Delhi,"JD Complex, Delhi",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:46
1117,JD Salons Delhi 3,Salons,Delhi,"JD Complex, Delhi",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:46
